"","PK_RANDOM_SAMPLE_LOCATION","FK_EPA_RANDOM_ID","NEST1_WT","EPA_OVERSAMPLE","EPA_DIVISION","STRATUM","MULTIDENSITY_CATEGORY","WELL_DENSITY","WELL_WEIGHT","AQUIFER_WEIGHT","RESOURCE_TYPE","REPORTING_UNIT","RANDOM_LATITUDE","RANDOM_LONGITUDE","HYDROLOGIC_UNIT_CODE","HYDROLOGIC_UNIT_NAME","CAN_BE_SAMPLED","EXCLUSION_CATEGORY","EXCLUSION_CRITERIA","SAMPLED_DATE","HECTARES","ANALYSIS_SUITE","LOCATIONAL_DATUM","FK_PROJECT","FK_STATION","SAMPLE_LATITUDE","SAMPLE_LONGITUDE","FK_WELL_LISTFRAME_ID","NUTRIENT_WATERSHED_REGION","SCI_DO_BIOREGION_2012"
"671","Z4-CA-14015","FLGW20001-1215",NA,NA,NA,"ZONE 4 - CONFINED",0.021524416687,5.0903e-11,46.458866436732,NA,"CONFINED AQUIFER","ZONE 4",273843,814858,3100101,"PEACE","Y",NA,NA,2020-02-18,NA,NA,"NAD27","Z4CA2002",4518,273841.49,814902.326,1664,NA,NA
"672","Z4-CA-14016","FLGW20001-1216",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,2.2382e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",282136.287,820831.291,3100208,"WITHLACOOCHEE","Y",NA,NA,2020-02-06,NA,NA,"WGS84","Z4CA2002",1071,282136.254,820831.281,13957,NA,NA
"673","Z4-CA-14017","FLGW20001-1217",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,2.9825e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",272537,813503,3100101,"PEACE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",4468,272537,813503,1485,NA,NA
"674","Z4-CA-14018","FLGW20001-1218",NA,NA,NA,"ZONE 4 - CONFINED",0.016498548377,6.6409e-11,60.611393025452,NA,"CONFINED AQUIFER","ZONE 4",271611,821056,3100102,"MYAKKA","Y",NA,NA,2020-02-24,NA,NA,"NAD27","Z4CA2002",5126,271611,821056,1353,NA,NA
"675","Z4-CA-14019","FLGW20001-1219",NA,NA,NA,"ZONE 4 - CONFINED",0.022602320847,4.8475e-11,44.243244167882,NA,"CONFINED AQUIFER","ZONE 4",281251,822646,3100205,"HILLSBOROUGH","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",5694,281251,822646,1877,NA,NA
"676","Z4-CA-14020","FLGW20001-1220",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,2.5778e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",280949.127,815849.195,3100205,"HILLSBOROUGH","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"WGS84","Z4CA2002",5825,280949.127,815849.195,1839,NA,NA
"677","Z4-CA-14021","FLGW20001-1221",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,2.6644e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",274545.219,813423.462,3090101,"KISSIMMEE","Y",NA,NA,2020-02-11,NA,NA,"NAD83","Z4CA2002",831,274545.247,813423.541,13968,NA,NA
"678","Z4-CA-14022","FLGW20001-1222",NA,NA,NA,"ZONE 4 - CONFINED",0.022223139694,4.9302e-11,44.998142196163,NA,"CONFINED AQUIFER","ZONE 4",272816,814253,3100101,"PEACE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",4478,272816,814253,1519,NA,NA
"679","Z4-CA-14023","FLGW20001-1223",NA,NA,NA,"ZONE 4 - CONFINED",0.016898086379,6.4839e-11,59.178298510572,NA,"CONFINED AQUIFER","ZONE 4",280040.4,822819.4,3100205,"HILLSBOROUGH","Y",NA,NA,2020-03-10,NA,NA,"NAD83","Z4CA2002",57400,280040.4,822819.4,26117,NA,NA
"680","Z4-CA-14024","FLGW20001-1224",NA,NA,NA,"ZONE 4 - CONFINED",0.022714590838,4.8236e-11,44.024565845939,NA,"CONFINED AQUIFER","ZONE 4",280849,821657,3100205,"HILLSBOROUGH","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",1019,280849,821657,5824,NA,NA
"681","Z4-CA-14025","FLGW20001-1225",NA,NA,NA,"ZONE 4 - CONFINED",0.018939512204,5.785e-11,52.799670299214,NA,"CONFINED AQUIFER","ZONE 4",270853.93,820907.04,3100102,"MYAKKA","N","UNABLE TO ACCESS","UNABLE TO GET EQUIPMENT TO RANDOM LOCATION",NA,NA,NA,"NAD83","Z4CA2002",NA,NA,NA,26186,NA,NA
"682","Z4-CA-14026","FLGW20001-1226",NA,NA,NA,"ZONE 4 - CONFINED",0.01610390629,6.8036e-11,62.09673491744,NA,"CONFINED AQUIFER","ZONE 4",272049,823245,3100201,"SARASOTA BAY","Y",NA,NA,2020-03-09,NA,NA,"NAD27","Z4CA2002",57401,272049.22,823245.17,14081,NA,NA
"683","Z4-CA-14027","FLGW20001-1227",NA,NA,NA,"ZONE 4 - CONFINED",0.032988444789,3.3213e-11,30.31364486567,NA,"CONFINED AQUIFER","ZONE 4",275239,820325,3100204,"ALAFIA","N","OTHERWISE UNSAMPLEABLE","REQUIRED PHYSICAL AND/OR GEOLOGICAL INFORMATION NOT AVAILABLE FOR WELL",NA,NA,NA,"NAD27","Z4CA2002",NA,NA,NA,1715,NA,NA
"684","Z4-CA-14028","FLGW20001-1228",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,7.194e-12,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",284158.03,822430.12,3100207,"CRYSTAL-PITHLACHASCOTEE","Y",NA,NA,2020-02-26,NA,NA,"WGS84","Z4CA2002",57402,284202.119,822424.52,31401,NA,NA
"685","Z4-CA-14029","FLGW20001-1229",NA,NA,NA,"ZONE 4 - CONFINED",0.01347316788,8.1321e-11,74.22159427528,NA,"CONFINED AQUIFER","ZONE 4",271025,815140,3100101,"PEACE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",4146,271025,815140,1270,NA,NA
"686","Z4-CA-14030","FLGW20001-1230",NA,NA,NA,"ZONE 4 - CONFINED",0.02313689905,4.7355e-11,43.221003724824,NA,"CONFINED AQUIFER","ZONE 4",275431.984,824313.543,3100206,"TAMPA BAY","Y",NA,NA,2020-03-12,NA,NA,"NAD83","Z4CA2002",897,275432.111,824313.388,13993,NA,NA
"687","Z4-CA-14031","FLGW20001-1231",NA,NA,NA,"ZONE 4 - CONFINED",0.028260887913,3.8769e-11,35.384592412293,NA,"CONFINED AQUIFER","ZONE 4",274335,814533,3100101,"PEACE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",NA,NA,NA,1676,NA,NA
"688","Z4-CA-14032","FLGW20001-1232",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,9.833e-12,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",282851.999,815237.999,3100208,"WITHLACOOCHEE","Y",NA,NA,2020-03-25,NA,NA,"HPGN","Z4CA2002",57403,282852.284,815238.536,30796,NA,NA
"689","Z4-CA-14033","FLGW20001-1233",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,1.5258e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",272208.568,812607.382,3090101,"KISSIMMEE","Y",NA,NA,2020-03-11,NA,NA,"NAD83","Z4CA2002",57404,272208.52,812607.394,13861,NA,NA
"690","Z4-CA-14034","FLGW20001-1234",NA,NA,NA,"ZONE 4 - CONFINED",0.024452647986,4.4807e-11,40.895366447772,NA,"CONFINED AQUIFER","ZONE 4",272159.457,820025.422,3100101,"PEACE","Y",NA,NA,2020-03-18,NA,NA,"NAD83","Z4CA2002",7940,272159.463,820025.44,13856,NA,NA
"691","Z4-CA-14035","FLGW20001-1235",NA,NA,NA,"ZONE 4 - CONFINED",0.018521988584,5.9154e-11,53.989883184679,NA,"CONFINED AQUIFER","ZONE 4",275902,824207,3100206,"TAMPA BAY","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",5751,275902,824207,1746,NA,NA
"692","Z4-CA-14036","FLGW20001-1236",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,1.6333e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",281321.948,813534.981,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z4CA2002",6582,281321.948,813534.981,1880,NA,NA
"693","Z4-CA-14037","FLGW20001-1237",NA,NA,NA,"ZONE 4 - CONFINED",0.020121038806,5.4453e-11,49.699223267606,NA,"CONFINED AQUIFER","ZONE 4",265856,820340,3100101,"PEACE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z4CA2002",3861,265856,820340,1158,NA,NA
"694","Z4-CA-14038","FLGW20001-1238",NA,NA,NA,"ZONE 4 - CONFINED",0.028930709238,3.7872e-11,34.565346869738,NA,"CONFINED AQUIFER","ZONE 4",272712.924,813809.397,3100101,"PEACE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z4CA2002",4471,272712.924,813809.397,1497,NA,NA
"695","Z4-CA-14039","FLGW20001-1239",NA,NA,NA,"ZONE 4 - CONFINED",0.02065566204,5.3044e-11,48.412875755164,NA,"CONFINED AQUIFER","ZONE 4",274240,822255,3100203,"LITTLE MANATEE","N","OTHERWISE UNSAMPLEABLE","REQUIRED PHYSICAL AND/OR GEOLOGICAL INFORMATION NOT AVAILABLE FOR WELL",NA,NA,NA,"NAD27","Z4CA2002",4651,274240,822255,1672,NA,NA
"696","Z4-CA-14040","FLGW20001-1240",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,2.3006e-11,29.914805528762,NA,"UNCONFINED AQUIFER","ZONE 4",281312.618,820124.195,3100205,"HILLSBOROUGH","N","WRONG RESOURCE/NOT PART OF TARGET POPULATION","WELL TAPS WRONG RESOURCE",NA,NA,NA,"NAD83","Z4CA2002",1042,281312.618,820124.195,13946,NA,NA
"697","Z4-CA-14041","FLGW20001-1241",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,3.0257e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",265644.862,814828.041,3100101,"PEACE","Y",NA,NA,2020-03-23,NA,NA,"WGS84","Z4CA2002",1248,265644.991,814828.106,13914,NA,NA
"698","Z4-CA-14042","FLGW20001-1242",NA,NA,NA,"ZONE 4 - CONFINED",0.013113486767,8.3551e-11,76.257369053458,NA,"CONFINED AQUIFER","ZONE 4",272539.796,822920.953,3100202,"MANATEE","Y",NA,NA,2020-03-19,NA,NA,"NAD83","Z4CA2002",738,272540.013,822920.863,14055,NA,NA
"699","Z4-CA-14043","FLGW20001-1243",NA,NA,NA,"ZONE 4 - CONFINED",0.033428263441,3.1331e-11,29.914805528762,NA,"CONFINED AQUIFER","ZONE 4",274743.792,815314.068,3100101,"PEACE","Y",NA,NA,2020-03-24,NA,NA,"NAD83","Z4CA2002",41499,274743.786,815314.046,19314,NA,NA
"700","Z5-CA-12001","FLGW18001-1601",NA,NA,NA,"ZONE 5 - CONFINED",0.064048552623,8.1822e-11,15.613155318129,NA,"CONFINED AQUIFER","ZONE 5",280945.734,811444.235,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",5574,280945.734,811444.235,1838,NA,NA
"701","Z5-CA-12002","FLGW18001-1602",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,2.1351e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",271325.421,811136.05,3090103,"WESTERN OKEECHOBEE INFLOW","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z5CA1802",3084,271325.421,811136.05,6699,NA,NA
"702","Z5-CA-12003","FLGW18001-1603",NA,NA,NA,"ZONE 5 - CONFINED",0.076719825415,6.8308e-11,13.034440505969,NA,"CONFINED AQUIFER","ZONE 5",263950,813551,3090205,"CALOOSAHATCHEE","Y",NA,NA,2018-02-26,NA,NA,"NAD27","Z5CA1802",53062,263950.028,813552.13,6934,NA,NA
"703","Z5-CA-12004","FLGW18001-1604",NA,NA,NA,"ZONE 5 - CONFINED",0.062618695924,8.3691e-11,15.969671441354,NA,"CONFINED AQUIFER","ZONE 5",262023,814640,3090204,"BIG CYPRESS SWAMP","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",NA,NA,NA,6940,NA,NA
"704","Z5-CA-12005","FLGW18001-1605",NA,NA,NA,"ZONE 5 - CONFINED",0.120611766601,4.345e-11,8.291065027749,NA,"CONFINED AQUIFER","ZONE 5",282531,810957,3080101,"UPPER ST. JOHNS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",1351,282532.124,810956.216,11742,NA,NA
"705","Z5-CA-12006","FLGW18001-1606",NA,NA,NA,"ZONE 5 - CONFINED",0.11475071677,4.5669e-11,8.7145425157,NA,"CONFINED AQUIFER","ZONE 5",264819.391,811858.577,3090205,"CALOOSAHATCHEE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"HPGN","Z5CA1802",4402,264819.391,811858.577,1116,NA,NA
"706","Z5-CA-12007","FLGW18001-1607",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.8143e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",263907.957,815925.869,3100103,"CHARLOTTE HARBOR","Y",NA,NA,2018-02-19,NA,NA,"HPGN","Z5CA1802",3117,263907.96,815925.874,6997,NA,NA
"707","Z5-CA-12008","FLGW18001-1608",NA,NA,NA,"ZONE 5 - CONFINED",0.070801600368,7.4018e-11,14.123974525951,NA,"CONFINED AQUIFER","ZONE 5",263345.164,813616.461,3090205,"CALOOSAHATCHEE","Y",NA,NA,2018-02-26,NA,NA,"HPGN","Z5CA1802",3098,263345.191,813616.487,6957,NA,NA
"708","Z5-CA-12009","FLGW18001-1609",NA,NA,NA,"ZONE 5 - CONFINED",0.060462177037,8.6676e-11,16.539265521089,NA,"CONFINED AQUIFER","ZONE 5",280820.974,812138.863,3090101,"KISSIMMEE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"WGS84","Z5CA1802",3268,280820.974,812138.863,11819,NA,NA
"709","Z5-CA-12010","FLGW18001-1610",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,1.4192e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",272403.04,810655.96,3090101,"KISSIMMEE","N","OTHERWISE UNSAMPLEABLE","WELL DAMAGED",NA,NA,NA,"WGS84","Z5CA1802",3199,272403.04,810655.96,11696,NA,NA
"710","Z5-CA-12011","FLGW18001-1611",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,2.2311e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",263954.249,820829.989,3100103,"CHARLOTTE HARBOR","Y",NA,NA,2018-02-08,NA,NA,"WGS84","Z5CA1802",3116,263954.287,820829.962,6996,NA,NA
"711","Z5-CA-12012","FLGW18001-1612",NA,NA,NA,"ZONE 5 - CONFINED",0.072997445857,7.1792e-11,13.699109444977,NA,"CONFINED AQUIFER","ZONE 5",262703,813359,3090204,"BIG CYPRESS SWAMP","Y",NA,NA,2018-02-27,NA,NA,"NAD27","Z5CA1802",38278,262704.255,813400.733,6938,NA,NA
"712","Z5-CA-12013","FLGW18001-1613",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.7613e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",282539,813044,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",5494,282539,813044,1968,NA,NA
"713","Z5-CA-12014","FLGW18001-1614",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,2.765e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",270344,812732,3090103,"WESTERN OKEECHOBEE INFLOW","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",4588,270344,812732,1198,NA,NA
"714","Z5-CA-12015","FLGW18001-1615",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.6143e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",263526.589,820102.107,3100103,"CHARLOTTE HARBOR","Y",NA,NA,2018-03-15,NA,NA,"NAD27","Z5CA1802",40002,263526.569,820102.115,6991,NA,NA
"715","Z5-CA-12016","FLGW18001-1616",NA,NA,NA,"ZONE 5 - CONFINED",0.090594139119,5.7847e-11,11.038241653635,NA,"CONFINED AQUIFER","ZONE 5",261348.146,813513.43,3090204,"BIG CYPRESS SWAMP","N","OTHERWISE UNSAMPLEABLE","WELL DAMAGED",NA,NA,NA,"WGS84","Z5CA1802",20793,261348.146,813513.43,5624,NA,NA
"716","Z5-CA-12017","FLGW18001-1617",NA,NA,NA,"ZONE 5 - CONFINED",0.063345167419,8.2731e-11,15.786523909402,NA,"CONFINED AQUIFER","ZONE 5",281049,811504,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",5578,281049,811504,1852,NA,NA
"717","Z5-CA-12018","FLGW18001-1618",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,2.8984e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",264722.314,811329.046,3090205,"CALOOSAHATCHEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"HPGN","Z5CA1802",4397,264722.314,811329.046,1110,NA,NA
"718","Z5-CA-12019","FLGW18001-1619",NA,NA,NA,"ZONE 5 - CONFINED",0.103495538145,5.0636e-11,9.662252285655,NA,"CONFINED AQUIFER","ZONE 5",264912.675,812800.651,3090205,"CALOOSAHATCHEE","Y",NA,NA,2018-02-12,NA,NA,"HPGN","Z5CA1802",3052,264912.678,812800.732,14105,NA,NA
"719","Z5-CA-12020","FLGW18001-1620",NA,NA,NA,"ZONE 5 - CONFINED",0.086085898317,6.0876e-11,11.616304407044,NA,"CONFINED AQUIFER","ZONE 5",262200.101,812835.46,3090204,"BIG CYPRESS SWAMP","Y",NA,NA,2018-02-21,NA,NA,"NAD27","Z5CA1802",50621,262200.126,812835.471,5639,NA,NA
"720","Z5-CA-12021","FLGW18001-1621",NA,NA,NA,"ZONE 5 - CONFINED",0.111269345597,4.7098e-11,8.98720123348,NA,"CONFINED AQUIFER","ZONE 5",280148.449,812914.808,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z5CA1802",5808,280148.449,812914.808,1772,NA,NA
"721","Z5-CA-12022","FLGW18001-1622",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.0857e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",275811,813237,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",5804,275811,813237,1743,NA,NA
"722","Z5-CA-12023","FLGW18001-1623",NA,NA,NA,"ZONE 5 - CONFINED",0.119195117162,4.3967e-11,8.389605411745,NA,"CONFINED AQUIFER","ZONE 5",264538.732,815520.683,3100103,"CHARLOTTE HARBOR","Y",NA,NA,2018-03-12,NA,NA,"WGS84","Z5CA1802",3120,264538.741,815520.693,7008,NA,NA
"723","Z5-CA-12024","FLGW18001-1624",NA,NA,NA,"ZONE 5 - CONFINED",0.065528913577,7.9974e-11,15.260439177439,NA,"CONFINED AQUIFER","ZONE 5",263335.926,813942.733,3090205,"CALOOSAHATCHEE","Y",NA,NA,2018-02-13,NA,NA,"WGS84","Z5CA1802",29142,263335.986,813942.833,6936,NA,NA
"724","Z5-CA-12025","FLGW18001-1625",NA,NA,NA,"ZONE 5 - CONFINED",0.055934134805,9.3692e-11,17.878170521314,NA,"CONFINED AQUIFER","ZONE 5",281023.087,811751.405,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z5CA1802",5576,281023.087,811751.405,1843,NA,NA
"725","Z5-CA-12026","FLGW18001-1626",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,2.393e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",272012,811902,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",4614,272012,811902,1414,NA,NA
"726","Z5-CA-12027","FLGW18001-1627",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,7.299e-12,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",261017.037,804919.354,3090202,"EVERGLADES","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z5CA1802",2821,261017.037,804919.354,6467,NA,NA
"727","Z5-CA-12028","FLGW18001-1628",NA,NA,NA,"ZONE 5 - CONFINED",0.087166396257,6.0122e-11,11.472310924178,NA,"CONFINED AQUIFER","ZONE 5",261019.581,814841.793,3090204,"BIG CYPRESS SWAMP","Y",NA,NA,2018-03-07,NA,NA,"NAD27","Z5CA1802",20796,261019.595,814841.806,5612,NA,NA
"728","Z5-CA-12029","FLGW18001-1629",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.1237e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",282931.739,813203.821,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z5CA1802",5502,282931.739,813203.821,2000,NA,NA
"729","Z5-CA-12030","FLGW18001-1630",NA,NA,NA,"ZONE 5 - CONFINED",0.08419218356,6.2246e-11,11.877587178761,NA,"CONFINED AQUIFER","ZONE 5",263846.287,812609.028,3090205,"CALOOSAHATCHEE","Y",NA,NA,2018-03-06,NA,NA,"HPGN","Z5CA1802",3057,263846.276,812609.015,6665,NA,NA
"730","Z5-CA-12031","FLGW18001-1631",NA,NA,NA,"ZONE 5 - CONFINED",0.066119673513,7.9259e-11,15.124091618486,NA,"CONFINED AQUIFER","ZONE 5",263719,814850,3090204,"BIG CYPRESS SWAMP","Y",NA,NA,2018-03-21,NA,NA,"NAD27","Z5CA1802",53064,263720.337,814850.111,6961,NA,NA
"731","Z5-CA-12032","FLGW18001-1632",NA,NA,NA,"ZONE 5 - CONFINED",0.079495753404,6.5923e-11,12.579288291338,NA,"CONFINED AQUIFER","ZONE 5",261803.869,813546.427,3090204,"BIG CYPRESS SWAMP","Y",NA,NA,2018-03-08,NA,NA,"HPGN","Z5CA1802",2867,261803.868,813546.475,5620,NA,NA
"732","Z5-CA-12033","FLGW18001-1633",NA,NA,NA,"ZONE 5 - CONFINED",0.112049373033,4.677e-11,8.924637174916,NA,"CONFINED AQUIFER","ZONE 5",281715.338,810929.405,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",3270,281715.364,810929.414,11821,NA,NA
"733","Z5-CA-12034","FLGW18001-1634",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.4006e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",264633.084,811453.213,3090205,"CALOOSAHATCHEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z5CA1802",4390,264633.084,811453.213,1102,NA,NA
"734","Z5-CA-12035","FLGW18001-1635",NA,NA,NA,"ZONE 5 - CONFINED",0.094918761424,5.5211e-11,10.535324997853,NA,"CONFINED AQUIFER","ZONE 5",264518.372,815124.221,3090205,"CALOOSAHATCHEE","Y",NA,NA,2018-02-07,NA,NA,"WGS84","Z5CA1802",29144,264518.333,815124.198,6990,NA,NA
"735","Z5-CA-12036","FLGW18001-1636",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.6447e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",262138.831,812042.386,3090204,"BIG CYPRESS SWAMP","Y",NA,NA,2018-02-28,NA,NA,"NAD27","Z5CA1802",2870,262138.845,812042.417,5628,NA,NA
"736","Z5-CA-12037","FLGW18001-1637",NA,NA,NA,"ZONE 5 - CONFINED",0.136425296759,3.5004e-11,7.330018873028,NA,"CONFINED AQUIFER","ZONE 5",275944,813159,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z5CA1802",5805,275944,813159,1753,NA,NA
"737","Z5-CA-12038","FLGW18001-1638",NA,NA,NA,"ZONE 5 - CONFINED",0.091851773077,5.7055e-11,10.887106111245,NA,"CONFINED AQUIFER","ZONE 5",275624.252,812529.225,3090101,"KISSIMMEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"HPGN","Z5CA1802",5801,275624.252,812529.225,1733,NA,NA
"738","Z5-CA-12039","FLGW18001-1639",NA,NA,NA,"ZONE 5 - CONFINED",0.129675453805,4.0413e-11,7.711559671896,NA,"CONFINED AQUIFER","ZONE 5",265129.035,815308.754,3100103,"CHARLOTTE HARBOR","Y",NA,NA,2018-02-15,NA,NA,"WGS84","Z5CA1802",36559,265129.03,815308.771,17294,NA,NA
"739","Z5-CA-12040","FLGW18001-1640",NA,NA,NA,"ZONE 5 - CONFINED",0.080266495632,6.529e-11,12.458498307786,NA,"CONFINED AQUIFER","ZONE 5",262931.433,812735.26,3090204,"BIG CYPRESS SWAMP","Y",NA,NA,2018-03-19,NA,NA,"HPGN","Z5CA1802",2861,262931.524,812735.295,5614,NA,NA
